Name	Set	ImageFile	Type	Attribute	Level	ATK	DEF	Limit	Format	Text
Valentia de Inari	DR1	valentia_de_inari	Normal Spell					3		Busca en tu Mazo hasta 4 cartas de ninja con diferentes nombres y añadelas a tu mano. Mezcla el mazo posteriormente
Rakai Kobushi Chakurani Doru	DR1	agujadechakra	Quick-Play Spell					3		Debes controlar a "Hyuga Neji" para activar esta carta. Puedes aplicar cualquiera de los siguientes efectos: *Cuando tu oponente activa una carta de trampa cuyo nombre contiene "Kumo", niega su efecto. *Destruye una carta de trampa en el campo de tu oponente cuyo nombre contenga "Kumo"
Hinata Avergonzada	DR1	hinata_avergonzada	Quick-Play Spell					3		Envia tu mano a tu mazo y mezclalo. Roba 5 cartas de la parte superior de tu mazo
Mizudan Suisha	DR1	mizudan_suisha	Quick-Play Spell					3		Debes controlar a "Akimichi Choji" para activar esta carta. Luego de que esta carta fue activada, puedes aplicar cualquiera de los siguientes efectos: *Destruye 1 carta magica activa en el campo cuyo nombre contiene "Suiton". *Si tu oponente activa una carta mágica cuyo nombre contiene "Suiton", niega su activacion
KO Planificado	DR1	ko_planificado	Normal Trap					3		Selecciona y destruye 1 carta de ninja tipo Genin del oponente afectada por "Kagemane no Jutsu"
Bosque de Konohagakure	DR1	bosquedekonohagakure	Field Spell					3		Incrementa el ATK y la DEF de los ninjas tipo Konohagakure en 200 puntos
Genjutsu de Yakumo	DR1	genjutsu_de_yakumo	Continuous Trap					1		Debes controlar a "Kurama Yakumo" para activar esta carta. "Kurama Yakumo" no puede ser destruida como resultado de una batalla. Durante cada una de tus Standby Phases, puedes aplicar cualquiera de los siguientes efectos: *Destruye 1 o más cartas de ninjas boca arriba que el oponente controle. *Destruye 1 carta magica/trampa que el oponente controle
Holgazanear	DR1	holgazanear	Normal Trap					3		Saltea la Draw Phase de tu próximo turno
Ikebana en Imeeji Surui	DR1	Ikebana_en_Imeeji_Surui	Normal Trap					3		Debes controlar a "Yuhi Kurenai" para activar esta carta. Selecciona 1 carta de ninja que tu oponente controla. No podra atacar, cambiar su posición de batalla, activar efectos o ser retirado del campo durante el turno en el que es activada esta carta
Magen: Jubaku Satsu	DR1	jubaku_satsu	Continuous Trap					1		Debes controlar a "Yuhi Kurenai" para activar esta carta. Selecciona 1 carta de ninja que tu oponente controla. No podra atacar, cambiar su posición de batalla o ser retirado del campo. "Yuhi Kurenai" no puede ser declarada como objetivo de ataques de cartas del oponente. Si "Yuhi Kurenai" abandona el campo, envia esta carta al Cementerio
Pradera	DR1	pradera	Field Spell					3		Incrementa el ATK y la DEF de los ninjas con atributo EARTH en 200 puntos
Valle Rocoso	DR1	valle_rocoso	Field Spell					3		Niega el efecto de todas las cartas cuyos nombres contengan "Suiton". Incrementa el ATK y la DEF de las cartas con atributo EARTH en 200 puntos. Reduce el ATK y la DEF de las cartas con atributo WATER en 200 puntos
Seguir el Rastro	DR1	seguir_el_rastro	Normal Spell					3		Voltea 2 cartas en la Zona de Cartas de Ninja y No-Ninja en el lado del campo del oponente que se encuentren boca abajo, a posición de ataque boca arriba. El efecto de las cartas volteadas no es activado
Hyuga Soke no Juinjutsu	DR1	sello_maldito	Normal Trap					3		Si una carta de "Byakugan" fuera a ser enviada al Cementerio, destierrala
Kurama Yakumo	DR1	yakumo	Konohagakure Genin	Dark	3	500	900	3		La heredera del Clan Kurama. Pese a haber nacido con un cuerpo debil y ser incapaz de realizar Ninjutsu o Taijutsu, posee grandes habilidades para el Genjutsu. Fue alumna de Yuhi Kurenai
Sello Manual Ninja	DR1	sello_manual_ninja	Quick-Play Spell					3		Debes pagar 200 Life Points para activar esta carta. Busca en tu mazo 1 carta mágica/trampa cuyo nombre contenga "Jutsu". Mezcla el mazo posteriormente. Sólo puedes activar 1 "Sello Manual Ninja" por turno
Rokusho Aoi	DR1	aoi_rokusho	Amegakure Jonin/Efecto	Water	4	1600	1500	1		Cuando esta carta es invocada de forma normal con éxito, puedes añadir 1 "Raijin no Ken" de tu mazo a tu mano. Mezcla el mazo posteriormente
Cruzar la Meta	DR1	cruzarlameta	Quick-Play Spell					1		Activa esta carta durante la End Phase del turno de cualquier jugador. Roba 1 carta de la parte superior de tu Mazo. Saltea tu próxima Draw Phase
Detener el Ataque	DR1	detenerelataque	Quick-Play Spell					3		Niega el ataque de una carta de ninja que tu oponente controla. Tu oponente finaliza su Battle Phase. En adición, puedes invocar de forma especial 1 carta de "Rock Lee" de tu mano
Jutsu de Ocultacion en el Agua	DR1	ocultacion_en_el_agua	Quick-Play Spell					3		Selecciona 1 carta de "Hermanos Diabolicos" que controles. No podrá ser declarada como objetivo de ataques de cartas del oponente o efectos de otras cartas durante el turno en el que fue activada esta carta. Una vez resuelto su efecto, puedes regresar esta carta a tu mano en vez de enviarla al Cementerio
Raijin no Ken	DR1	raijin_no_ken	Equip Spell					3		Equipa con esta carta unicamente a "Rokusho Aoi". Incrementa su ATK y DEF en 400 puntos
Salvar al Alumno	DR1	salvar_al_alumno	Quick-Play Spell					3		Cuando tu oponente declara un ataque contra una carta de "Nara Shikamaru" que controles, niega el ataque. Tu oponente finaliza su Battle Phase. En adicion, puedes invocar de forma especial 1 carta de "Sarutobi Asuma" de tu mano
Ver la Red de Chakra	DR1	verlareddechakra	Quick-Play Spell					3		Debes controlar a "Hyuga Neji" o "Hyuga Hinata" para activar esta carta. Selecciona 1 carta boca abajo en la Zona de Cartas de Ninja/No-Ninja" de tu oponente y volteala boca arriba. El efecto de la carta volteada no será activado. Puedes regresar esta carta a tu mano en vez de enviarla al Cementerio. Solo puedes activar 1 "Ver la Red de Chakra" por turno
Hatake Kakashi #3	DR1	kakashi3	Konohagakure Jonin/Efecto	Light	4	1850	1650	3		Incrementa los puntos de ATK y DEF de las cartas de "Uzumaki Naruto", "Uchiha Sasuke" y "Haruno Sakura" que controles en 200 puntos mientras controles esta carta boca arriba en el campo
¡Me rindo!	DR1	me_rindo	Quick-Play Spell					2		Puedes activar esta carta si controlas 1 carta de "Nara Shikamaru" en tu lado del campo. Selecciona 1 carta de ninja que tu oponente controla. Tanto la carta de "Nara Shikamaru" como la carta seleccionada son regresadas al fondo del mazo de ambos propietarios
Manipular con la sombra	DR1	manipular	Continuous Trap					3		Puedes activar esta carta si "Kagemane no Jutsu" se encuentra activa en tu lado del campo. La(s) carta(s) de Ninja afectada(s) por "Kagemane no Jutsu" cambian su posición de batalla dependiendo de la posición en la que se encuentre 1 carta de "Nara Shikamaru" que controles. Si "Kagemane no Jutsu" abandona el campo, el efecto de esta carta es cancelado
Hatake Kakashi Shippuden	DR1	kakashishippuden	Konohagakure Jonin/Efecto	Light	8	2600	2400	1		Debes descartar 2 cartas de "Hatake Kakashi" cuyo nivel sea equivalente al de esta carta para invocarla. Durante tu Main Phase, puedes traer a tu mano, desde tu mazo, 1 carta mágica cuyo efecto contenga "Hatake Kakashi" impreso en él. Mezcla el mazo
Naruto Shippuden	DR1	narutoshippuden	Konohagakure Genin/Efecto	Wind	7	2000	2100	1		Debes descartar 2 cartas de "Uzumaki Naruto" cuyo nivel sea equivalente al de esta carta para invocarla. Durante tu Main Phase, puedes traer a tu mano, desde tu mazo, 1 carta mágica cuyo efecto contenga "Uzumaki Naruto" impreso en él. Mezcla el mazo
Ficha Oiroke	DR1	fichaoiroke	Konohagakure Genin	WIND	1	0	0			Esta carta puede ser utilizada como ficha
